ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
2380,Syed Azeez Pasha,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Andhra Pradesh,,Communist Party of India,Male,Professional Graduate,"B.A., LL.B. Educated at Osmania University, Hyderabad and Osmania University Law College, Hyderabad",74,70,0,490,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,26.4,1.3,333,77%,,Rajya Sabha
591458,Syed Nasir Hussain,Elected,"Tuesday, April 3, 2018",In office,First Term,Karnataka,,Indian National Congress,Male,Information not available,Information not available,48,12,0,88,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,28.1,0.3,120,73%,,Rajya Sabha
2381,Syeda Anwara Taimur,Elected,"Saturday, April 3, 2004","Friday, April 2, 2010",Second Term,Assam,,Indian National Congress,Female,Post Graduate,"B.A. (Hons.), M.A. (Economics) Educated at Jorhat Girls' High School, J.B. College, Jorhat and Aligarh Muslim University",83,1,0,72,68%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.3,0.2,62,79,9.2,0,46,84%,,Rajya Sabha
2382,T. G. Venkatesh,Elected,"Wednesday, June 22, 2016",In office,First Term,Andhra Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,67,9,0,510,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,39.7,3.1,273,77%,,Rajya Sabha
2383,T. Rathinavel,Elected,"Thursday, July 25, 2013","Wednesday, July 24, 2019",First Term,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"B.A., M.A. Educated at RDM College, Sivaganga and Madurai Kamraj University, Madurai",68,51,0,679,73%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),83.6,1.2,321,79,121.4,0.7,459,75%,,Rajya Sabha
2384,T. Ratna Bai,Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",First Term,Andhra Pradesh,,Indian National Congress,Female,Inter/ Higher Secondary,"High School Educated at Government High School, Rampachodavaram, Distt. East Godavari (Andhra Pradesh)",72,14,0,972,97%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,33.6,1.5,483,77%,,Rajya Sabha
2385,T. Subbarami Reddy,Elected,"Thursday, April 10, 2014",In office,Third Term,Andhra Pradesh,,Indian National Congress,Male,Doctorate,"B.Com. Educated at Nizam College, Hyderabad",76,118,32,1995,72%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,99.2,5.3,882,77%,,Rajya Sabha
2386,T.K. Rangarajan,Elected,"Thursday, April 3, 2014",In office,Second Term,Tamil Nadu,,Communist Party of India (Marxist),Male,Inter/ Higher Secondary,"SSLC Educated at GMTTV High School, Chennai",78,291,0,462,80%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,184.2,1.5,772,75%,,Rajya Sabha
2387,T.K.S. Elangovan,Elected,"Thursday, June 30, 2016",In office,First Term,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (English Literature); Educated at Pachayappa`s College, Chennai",65,65,0,2,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,82.6,0.5,257,75%,,Rajya Sabha
2388,T.M. Selvaganapathi,Elected,"Wednesday, June 30, 2010","Thursday, April 17, 2014",First Term,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Post Graduate,"B.A. (Economics), M.A. (Economics), LL.B. Educated at Loyola College, Chennai, Jawaharlal Nehru University, New Delhi and Campus Law Centre, University of Delhi, Delhi",60,15,0,540,68%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),30.2,0.7,215,79,35.9,0.5,257,75%,,Rajya Sabha
2389,T.N. Seema,Elected,"Saturday, April 3, 2010","Saturday, April 2, 2016",First Term,Kerala,,Communist Party of India (Marxist),Female,Doctorate,"B.A., M.A. (Malayalam), Ph.D. in Malayalam Literature from University of Kerala Diploma in Tamil from Central Institute of Indian Languages, Mysore Diploma in Universalising Social Security from Institute of Social Science, Hague, the Netherlands",56,87,0,643,80%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),62.2,1.3,338,79,99.7,1.1,484,75%,,Rajya Sabha
2390,T.T.V. Dhinakaran,Elected,"Wednesday, June 30, 2004","Tuesday, June 29, 2010",First Term,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Information not available,,56,0,0,117,7%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,15.3,0.2,74,75%,,Rajya Sabha
2391,Tapan Kumar Sen,Elected,"Monday, April 3, 2006","Monday, April 2, 2018",Second Term,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B.A.(Hons.) in Economics Educated at Presidency College, Kolkata University",68,347,0,366,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),102.1,2,523,79,144.4,2.7,362,72%,,Rajya Sabha
2392,Tarini Kanta Roy,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",Second Term,West Bengal,,Communist Party of India (Marxist),Male,Under Graduate,"Undergraduate, Educated at A.B.N. Seal College (formerly Victoria College), Cooch Behar (West Bengal)",69,14,0,100,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.6,0.6,156,72%,,Rajya Sabha
2393,Tariq Anwar (RS),Elected,"Monday, July 5, 2004","Friday, May 16, 2014",Second Term,Maharashtra,,Nationalist Congress Party,Male,Graduate,"B.Sc. Educated at College of Commerce, Patna, Magadh University, Bodh Gaya (Bihar)",68,48,0,402,88%,"This MP was a minister from Oct, 2012 to May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 7th Sep, 2012. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",40.3,1,293,79,39.1,0.7,406,75%,,Rajya Sabha
2394,Tarlochan Singh,Elected,"Monday, August 2, 2004","Sunday, August 1, 2010",First Term,Haryana,,Independent,Male,Post Graduate,"M.A. (Economics) Educated at Panjab University, Chandigarh",86,30,0,40,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,82,79,11.5,0,47,86%,,Rajya Sabha
2395,Tarun Vijay,Elected,"Monday, July 5, 2010","Monday, July 4, 2016",First Term,Uttarakhand,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Dehradun and Osmania University, Hyderabad",63,197,4,360,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,95.8,1.2,478,89%,,Rajya Sabha
2396,Tazeen Fatma,Elected,"Wednesday, November 26, 2014","Monday, November 4, 2019",First Term,Uttar Pradesh,,Samajwadi Party,Female,Doctorate,"M.A., M.Phil., Ph.D., Diploma in Public Administration Educated at Aligarh Muslim University (A.M.U.), Aligarh",65,15,0,0,81%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),75.6,1.2,269,79,96.5,0.4,251,82%,,Rajya Sabha
2397,Thaawar Chand Gehlot,Elected,"Tuesday, April 3, 2018",In office,Second Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Vikram University, Ujjain, Madhya Pradesh",71,26,0,227,96%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",45.4,0.8,189,79,56.6,1.2,306,84%,,Rajya Sabha
2398,Thomas Sangma,Elected,"Sunday, April 13, 2008","Monday, February 4, 2013",First Term,Meghalaya,,Nationalist Congress Party,Male,Diploma Course,"Under Graduate, Diploma in Computer Applications Educated at Tura Government College (N.E.H.U.), Tura and C.A. I. (Kolkata), Tura",58,8,4,58,85%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),31,1,235,79,8.2,4.1,60,89%,,Rajya Sabha
2399,Thota Lakshmi Seetharama,Elected,"Thursday, April 10, 2014",In office,First Term,Andhra Pradesh,,Telugu Desam Party,Female,Inter/ Higher Secondary,"Secondary Education Educated at Z.P. High School, Vill. Upuluru, Distt. West Godavari (Andhra Pradesh)",68,5,0,152,77%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,65.6,3.8,399,77%,,Rajya Sabha
2400,Tiruchi Siva,Elected,"Thursday, April 3, 2014",In office,Third Term,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A. (Eng.), B.L. Educated at Periyar E.V.R. College, Madras University and Tiruchi Law College, Bharatidassan University",65,364,5,427,82%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),125,2.4,570,79,176.3,1.5,733,75%,,Rajya Sabha
2401,Upendra Kushwaha (RS),Elected,"Thursday, July 8, 2010","Friday, January 4, 2013",First Term,Bihar,,Janata Dal (United),Male,Post Graduate,"B.Sc., M.A. (Political Science) Educated at Patna Science College, Patna and B.R. Ambedkar Bihar University, Muzaffarpur (Bihar)",58,4,0,150,78%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),20.9,0.6,157,79,31,0.1,229,79%,,Rajya Sabha
2402,V. Hanumantha Rao,Elected,"Tuesday, June 22, 2010","Tuesday, June 21, 2016",Fourth Term,Telangana,,Indian National Congress,Male,Graduate,"B.A. Educated at Osmania University, Hyderabad",71,74,0,148,79%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,107.7,0.2,494,72%,,Rajya Sabha
2403,V. Maitreyan,Elected,"Wednesday, July 25, 2007","Wednesday, July 24, 2019",Third Term,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.B.B.S., M.D. (General Medicine), D.M. (Medical Oncology) Educated at Government Medical College, Nagpur University, Madras Medical College, University of Madras and Cancer Institute (WIA), University of Madras",64,147,0,765,80%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),117.6,2.2,583,79,164.7,1.4,751,75%,,Rajya Sabha
591456,V. Muraleedharan,Elected,"Tuesday, April 3, 2018",In office,First Term,Maharashtra,,Bharatiya Janata Party,Male,Information not available,Information not available,60,4,0,28,82%,"This MP was appointed a minister in May 2019. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till Mar 2019. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",7,0.1,40,79,6.8,0.2,56,75%,,Rajya Sabha
2404,V. Vijayasai Reddy,Elected,"Wednesday, June 22, 2016",In office,First Term,Andhra Pradesh,,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information not available,62,160,19,465,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,39.7,3.1,273,77%,,Rajya Sabha
2405,V.P. Singh Badnore,Elected,"Monday, July 5, 2010","Monday, July 4, 2016",First Term,Rajasthan,,Bharatiya Janata Party,Male,Graduate,"B.A.(Hons.), Business Management Educated at Mayo College, Government College, Ajmer and A.S.C.I., Hyderabad",71,76,0,66,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,64.8,0.4,396,85%,,Rajya Sabha
842950,Vaiko,Elected,"Thursday, July 25, 2019",In office,Fourth Term,Tamil Nadu,,Marumalarchi Dravida Munnetra Kazhagam,Male,Information not available,Information not available,,31,1,37,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),13.6,0.2,19,79,19.5,0.1,21,75%,,Rajya Sabha
2406,Vandana Hemant Chavan,Elected,"Tuesday, April 3, 2018",In office,Second Term,Maharashtra,,Nationalist Congress Party,Female,Professional Graduate,"B.Sc., LL.B. Educated at Hutchings High School, Pune, Fergusson College, Pune and I.L.S. Law College, Pu",58,84,4,355,72%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),107.2,1.8,419,79,95.4,4.9,620,75%,,Rajya Sabha
2407,Varinder Singh Bajwa,Elected,"Saturday, April 10, 2004","Friday, April 9, 2010",First Term,Punjab,,Shiromani Akali Dal,Male,Post Graduate,"M.A. (Political Science) Educated at Panjab University, Chandigarh",74,3,0,108,43%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.3,0.2,62,79,1.8,0,66,82%,,Rajya Sabha
2408,Vasanthi Stanley,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",First Term,Tamil Nadu,,Dravida Munnetra Kazhagam,Female,Post Graduate,"B.A., B.Ed., M.A. (English), B.L. Educated at Madurai Kamaraj University, Madurai and Dr. Ambedkar Law University, Chennai",57,66,0,250,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,51.2,0.7,331,75%,,Rajya Sabha
2409,Vayalar Ravi,Elected,"Wednesday, April 22, 2015",In office,Fourth Term,Kerala,,Indian National Congress,Male,Post Graduate,"B.A., M.A., B.L. Educated at S.D. College, Alappuzha, Maharajas College, Ernakulam and Law College, Ernakulam",82,5,0,33,89%,"This MP was a minister till 16th May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are available from 9th June 2014. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",131.3,2.4,601,79,204.5,1.9,805,75%,,Rajya Sabha
2410,Veer Pal Singh Yadav,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B. Educated at Atmaram Inter College, Balliya (Bareilly), Shri Gulab Ray Inter College, Bareilly and Bareilly College, Bareilly, Uttar Pradesh",64,14,0,23,85%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,20.5,1.3,123,82%,,Rajya Sabha
2411,Veer Singh,Elected,"Wednesday, November 26, 2014",In office,Third Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at J.S. Hindu College, Amroha, Jyotiba Phule Nagar and K.G.K. College, Muradabad, Uttar Pradesh",63,136,3,55,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,147.9,2.2,497,82%,,Rajya Sabha
2412,Vegad Shankarbhai N.,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Gujarat,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.C. Educated at D.N.T. High School, Joravar Nagar, Surendranagar, Gujarat",64,12,0,100,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,49.4,3.1,338,81%,,Rajya Sabha
2413,Vijay Goel,Elected,"Thursday, April 10, 2014",In office,First Term,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"Honorary D. Lit., M.Com., LL.B. Educated at Shri Ram College of Commerce and Law Centre, University of Delhi",65,49,3,392,91%,"This MP was a minister from July 2016 to May 2019. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",57.5,0.9,158,79,56.9,1.6,170,85%,,Rajya Sabha
2414,Vijay Jawaharlal Darda,Elected,"Monday, July 5, 2010","Monday, July 4, 2016",Third Term,Maharashtra,,Indian National Congress,Male,Diploma Course,Diploma in Jounalism & Printing Technology,69,65,14,1028,55%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,60,2.5,511,75%,,Rajya Sabha
2415,Vijay Mallya,Elected,"Thursday, July 1, 2010","Wednesday, May 4, 2016",Second Term,Karnataka,,Independent,Male,Graduate,"B.Com. (Hons.), Doctor of Philosophy in Business Administration (Honoris Causa) conferred by Southern California University, Irvine, USA Educated at St. Xaviers College, Kolkata",64,0,0,216,30%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),62.9,1.2,329,79,36.9,1.3,247,73%,,Rajya Sabha
591454,Vijay Pal Singh Tomar,Elected,"Tuesday, April 3, 2018",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,56,35,0,172,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,32.3,0.1,76,82%,,Rajya Sabha
2416,Vijaykumar Rupani,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. Educated at Saurashtra University, Rajkot (Gujarat)",63,17,0,85,75%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,17.5,0,170,81%,,Rajya Sabha
2417,Vijaylaxmi Sadho,Elected,"Wednesday, June 30, 2010","Wednesday, June 29, 2016",First Term,Madhya Pradesh,,Indian National Congress,Female,Doctorate,"M.B.B.S. Educated at Gandhi Medical College, Bhopal",64,95,0,175,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,82.7,2.3,550,84%,,Rajya Sabha
2418,Vijila Sathyananth,Elected,"Thursday, April 3, 2014",In office,First Term,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Female,Professional Post Graduate,"B.Sc., B.Ed., P.G.D.C.A., M.B.A. Educated at Madurai Kamaraj University, Madurai and Manonmaniam Sundaranar University, Tirunelveli",48,209,1,475,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,133,0.8,441,75%,,Rajya Sabha
2419,Vikas Mahatme,Elected,"Tuesday, July 5, 2016",In office,First Term,Maharashtra,,Bharatiya Janata Party,Male,Post Graduate,"M.S. (Ophthalmology) from Govt. Medical College, Nagpur, Maharashtra",61,70,4,358,95%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,47.9,2.5,259,75%,,Rajya Sabha
2420,Vikram Verma,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",Second Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Hindi and Political Science), LL.B. Educated at Christian College, Indore and Gujarati College, Indore (Madhya Pradesh)",75,15,0,0,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,37.1,1.4,293,84%,,Rajya Sabha
2421,Vilasrao Dagadojirao Deshmukh,Elected,"Tuesday, August 4, 2009","Tuesday, August 14, 2012",Second Term,Maharashtra,,Indian National Congress,Male,Professional Graduate,"B.Sc., B.A., LL.B. Educated at Garware College, Pune University, Pune and I.L.S. Law College, Pune (Maharashtra)",74,N/A,N/A,N/A,N/A,"This MP was a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Rajya Sabha
531852,Vinay Dinu Tendulkar,Elected,"Monday, July 31, 2017",In office,First Term,Goa,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Information not available,46,24,0,52,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),35.8,0.6,119,79,24,0,52,90%,,Rajya Sabha
2422,Vinay Katiyar,Elected,"Monday, April 3, 2006","Monday, April 2, 2018",Second Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.Com. Educated at Kanpur University, Kanpur (Uttar Pradesh)",65,20,0,2,85%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),102.1,2,523,79,115.5,2.1,421,82%,,Rajya Sabha
2423,Vinay P. Sahasrabuddhe,Elected,"Tuesday, July 5, 2016",In office,First Term,Maharashtra,,Bharatiya Janata Party,Male,Doctorate,Doctor of Philosophy (Arts) in Political Science from University of Mumbai,61,35,2,384,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,47.9,2.5,259,75%,,Rajya Sabha
